global_step,loss,training_accuracy,validation_accuracy
115,0.6437338752977103,0.6666666666666666,0.8333333333333334
116,0.6590275569052046,0.6916666666666667,0.7333333333333333
117,0.7004048873881143,0.7,0.6
118,0.7405914671723198,0.6833333333333333,0.6
119,0.6345227723084366,0.6666666666666666,0.6
120,0.6594751107120909,0.7666666666666667,0.6
121,0.7191801706149987,0.7666666666666667,0.6666666666666666
122,0.6710201180592205,0.75,0.7666666666666667
123,0.6553105185585696,0.7333333333333333,0.6333333333333333
124,0.6021081367681957,0.7166666666666667,0.6333333333333333
125,0.6240299451194999,0.7083333333333334,0.6666666666666666
126,0.7534480970315605,0.7416666666666667,0.7333333333333333
127,0.6107242878184013,0.725,0.8
128,0.6711566052677103,0.6583333333333333,0.8333333333333334
129,0.6557441347012679,0.6916666666666667,0.6666666666666666
130,0.5996058141380487,0.65,0.7
131,0.6506740828798182,0.7,0.6333333333333333
132,0.6650634173828893,0.7666666666666667,0.6666666666666666
133,0.660490575352236,0.6916666666666667,0.7
134,0.5856680150228031,0.6333333333333333,0.5333333333333333
135,0.7241557349324526,0.725,0.8666666666666667
136,0.6920510394382314,0.725,0.7666666666666667
137,0.6915617738911505,0.6583333333333333,0.7333333333333333
138,0.6677855858583953,0.7083333333333334,0.9
139,0.618441920944034,0.6833333333333333,0.7
140,0.6037502966240625,0.7083333333333334,0.8
141,0.6110900865833221,0.75,0.7333333333333333
142,0.6105485348509561,0.6916666666666667,0.7
143,0.6201642067710154,0.7,0.7333333333333333
144,0.5917671824636446,0.725,0.7333333333333333
145,0.6671994509234004,0.7583333333333333,0.7
146,0.5888470705593265,0.725,0.6333333333333333
147,0.6671999222884868,0.6666666666666666,0.6333333333333333
148,0.6426877498296464,0.7833333333333333,0.7
149,0.6038406286439321,0.7416666666666667,0.6666666666666666
150,0.6451656586611475,0.7583333333333333,0.9
151,0.6523073215878488,0.675,0.5666666666666667
152,0.5822521757694594,0.725,0.8
153,0.6205158214642595,0.725,0.6333333333333333
154,0.6333416786990391,0.7,0.6666666666666666
155,0.5708275553480922,0.7083333333333334,0.8
156,0.6695493385047161,0.7583333333333333,0.6333333333333333
157,0.6136730694740711,0.825,0.7
158,0.6115142972814291,0.7333333333333333,0.7333333333333333
159,0.6184979916064148,0.7083333333333334,0.7666666666666667
160,0.6692686529014019,0.7,0.6666666666666666
161,0.6089608343476819,0.7,0.6333333333333333
162,0.6011960531484516,0.725,0.7333333333333333
163,0.608099848147705,0.7333333333333333,0.7
164,0.6723953858021449,0.7,0.7666666666666667
165,0.6087103701965499,0.725,0.7
166,0.5753031214899037,0.7166666666666667,0.6666666666666666
167,0.606700296370817,0.7416666666666667,0.6666666666666666
168,0.6103845048130971,0.65,0.7333333333333333
169,0.6121856016465496,0.7583333333333333,0.7333333333333333
170,0.6607786055583852,0.6833333333333333,0.8
171,0.6670814663123108,0.7083333333333334,0.6333333333333333
172,0.5507812343905567,0.7583333333333333,0.8666666666666667
173,0.6146977863072415,0.7416666666666667,0.8
174,0.6055921228788133,0.7333333333333333,0.7333333333333333
175,0.6330963541690547,0.75,0.6666666666666666
176,0.6189290293342639,0.6833333333333333,0.8
177,0.620254412985012,0.7083333333333334,0.7333333333333333
178,0.6261474291773633,0.6916666666666667,0.7333333333333333
179,0.5511597894607884,0.675,0.8
180,0.6767937127744733,0.675,0.7333333333333333
181,0.5623036787639238,0.7916666666666666,0.7
182,0.580463328402875,0.7416666666666667,0.6333333333333333
183,0.5941247912912114,0.7333333333333333,0.9333333333333333
184,0.6288292990970833,0.7333333333333333,0.8666666666666667
185,0.5803349533242479,0.625,0.8333333333333334
186,0.6096319024246311,0.775,0.8
187,0.5725683456402904,0.6833333333333333,0.7333333333333333
188,0.6257076958984032,0.725,0.7333333333333333
189,0.6153247959501035,0.7416666666666667,0.7666666666666667
190,0.5576268670993003,0.75,0.7333333333333333
191,0.6113907088135786,0.7416666666666667,0.5666666666666667
192,0.6114538098007711,0.7416666666666667,0.7333333333333333
193,0.5892902310776083,0.725,0.7
194,0.5614757009317394,0.7083333333333334,0.7666666666666667
195,0.5503632704688357,0.7166666666666667,0.8333333333333334
196,0.6133075171985473,0.7083333333333334,0.7666666666666667
197,0.597034194673306,0.7333333333333333,0.9333333333333333
198,0.5627031518745448,0.725,0.7666666666666667
199,0.6095028187224355,0.7083333333333334,0.7
200,0.5728083511652727,0.75,0.7666666666666667
201,0.570570067959946,0.7916666666666666,0.7
202,0.5588039108594595,0.675,0.8666666666666667
203,0.5705855670702038,0.8,0.6666666666666666
204,0.5674151111307684,0.8416666666666667,0.8
205,0.5829478391978806,0.7333333333333333,0.6666666666666666
206,0.5622995959484605,0.6833333333333333,0.6333333333333333
207,0.5818724561678809,0.6916666666666667,0.8666666666666667
208,0.5984729605420749,0.7333333333333333,0.8
209,0.5888076950767449,0.7083333333333334,0.7
210,0.5734585967642282,0.825,0.6333333333333333
211,0.5846343029940437,0.7916666666666666,0.6333333333333333
212,0.6188331079775586,0.7416666666666667,0.6
213,0.5590175993632269,0.6916666666666667,0.9
214,0.644494990205032,0.7666666666666667,0.6333333333333333
215,0.49179715739889607,0.7583333333333333,0.6666666666666666
216,0.6360067581981673,0.7833333333333333,0.7666666666666667
217,0.5348596819969342,0.7416666666666667,0.7666666666666667
218,0.5438543343741361,0.7916666666666666,0.9
219,0.5871185687158552,0.6916666666666667,0.8333333333333334
220,0.5296270118741383,0.6916666666666667,0.8333333333333334
221,0.595048037055061,0.7666666666666667,0.7
222,0.5682001566672963,0.7,0.7666666666666667
223,0.5675267511752852,0.7666666666666667,0.8
224,0.5868992394278283,0.7583333333333333,0.9
225,0.5676715254989971,0.7583333333333333,0.7333333333333333
226,0.5991214073608189,0.8166666666666667,0.8333333333333334
227,0.5373907738673153,0.7583333333333333,0.8
228,0.5360242719456,0.7833333333333333,0.8333333333333334
229,0.5571142285092947,0.7583333333333333,0.8333333333333334
230,0.6090309723023909,0.7333333333333333,0.7666666666666667
231,0.5694349609302874,0.775,0.7666666666666667
232,0.5277238635502653,0.7333333333333333,0.8
233,0.5644942047870206,0.7583333333333333,0.9
234,0.5603740378408527,0.85,0.8
235,0.5562313206955154,0.7833333333333333,0.8
236,0.6085433841788467,0.7166666666666667,0.8
237,0.522082533639744,0.7083333333333334,0.8333333333333334
238,0.4730656941441772,0.775,0.6666666666666666
239,0.4982225700998934,0.7083333333333334,0.8
240,0.5003747814638223,0.7333333333333333,0.8
241,0.5000184231141535,0.7916666666666666,0.7333333333333333
242,0.5968256491107539,0.7666666666666667,0.7666666666666667
243,0.5661469883443679,0.7583333333333333,0.8666666666666667
244,0.5452419616262814,0.725,0.7
245,0.5341496791228034,0.8333333333333334,0.7333333333333333
246,0.5166175548256996,0.7666666666666667,0.8333333333333334
247,0.5211261338955674,0.7916666666666666,0.8333333333333334
248,0.5466318688235172,0.725,0.8
249,0.5142033499849499,0.8333333333333334,0.8333333333333334
250,0.5228488405387108,0.6916666666666667,0.7333333333333333
251,0.5436784454211003,0.7583333333333333,0.8666666666666667
252,0.5599804273107585,0.7416666666666667,0.7333333333333333
253,0.5499959769944078,0.7666666666666667,0.8
254,0.5272409765797937,0.8416666666666667,0.7666666666666667
255,0.5143144004181085,0.7833333333333333,0.8666666666666667
256,0.5133729518234724,0.7833333333333333,0.8
257,0.5073568278022812,0.7583333333333333,0.7666666666666667
258,0.5691615474875159,0.7333333333333333,0.8666666666666667
259,0.6097074361847163,0.7916666666666666,0.7666666666666667
260,0.557050066695643,0.7583333333333333,0.7333333333333333
261,0.5734215890508613,0.8083333333333333,0.8333333333333334
262,0.5370009940285214,0.725,0.7333333333333333
263,0.50547309557617,0.8083333333333333,0.6666666666666666
264,0.5705025392209918,0.8333333333333334,0.8
265,0.5446412665129992,0.8083333333333333,0.7333333333333333
266,0.5106764164032845,0.75,0.8333333333333334
267,0.5949474361143798,0.7833333333333333,0.8666666666666667
268,0.5303278386001604,0.7666666666666667,0.8
269,0.5331429471226443,0.7416666666666667,0.8666666666666667
270,0.528066630365117,0.7916666666666666,0.8333333333333334
271,0.5285122462823728,0.8166666666666667,0.8333333333333334
272,0.5197901211848721,0.75,0.8333333333333334
273,0.4922556954465618,0.7416666666666667,0.8
274,0.5432699538791623,0.775,0.7
275,0.5442819945963325,0.8,0.8
276,0.5476141493373691,0.7916666666666666,0.7
277,0.4604995462108283,0.7916666666666666,0.7
278,0.5622900774087324,0.7666666666666667,0.8666666666666667
279,0.5287487836277971,0.7916666666666666,0.8666666666666667
280,0.525990351386795,0.7833333333333333,0.8
281,0.6080188011642421,0.7666666666666667,0.8666666666666667
282,0.4864782897120156,0.775,0.8666666666666667
283,0.48574710401261856,0.7416666666666667,0.7666666666666667
284,0.5452988461251329,0.775,0.9333333333333333
285,0.5082673526100475,0.75,0.7
286,0.48091841477255315,0.825,0.8333333333333334
287,0.4379809698278423,0.8666666666666667,0.7
288,0.49536943843903825,0.8166666666666667,0.8
289,0.5493477664974104,0.7583333333333333,0.8
290,0.5618416852809394,0.7583333333333333,0.8
291,0.5881462730518127,0.7833333333333333,0.8
292,0.5398518278989175,0.7916666666666666,0.8666666666666667
293,0.6113057283386577,0.8416666666666667,0.7333333333333333
294,0.5808420568292689,0.8083333333333333,0.8333333333333334
295,0.5021104001125162,0.825,0.9333333333333333
296,0.5233494518780926,0.7416666666666667,0.8333333333333334
297,0.48924677501589386,0.775,0.8666666666666667
298,0.45921923416204363,0.825,0.8333333333333334
299,0.5290242955410024,0.8,0.9
300,0.537748838784188,0.7666666666666667,0.7333333333333333
301,0.4759066207717963,0.775,0.7666666666666667
302,0.5010319426378378,0.8583333333333333,0.7333333333333333
303,0.6078459038805732,0.85,0.8
304,0.5147850064942432,0.7833333333333333,0.8666666666666667
305,0.4516901768825383,0.8333333333333334,0.8333333333333334
306,0.4915435207587647,0.7666666666666667,0.8333333333333334
307,0.5079016462758172,0.8083333333333333,0.8
308,0.4985344759690271,0.7583333333333333,0.8
309,0.5084868764559566,0.825,0.8666666666666667
310,0.5009707845322166,0.7833333333333333,0.9
311,0.4953041054403504,0.8083333333333333,0.8
312,0.5686014506360423,0.7833333333333333,0.8666666666666667
313,0.5006682166282419,0.8083333333333333,0.8666666666666667
314,0.5635477676674027,0.8666666666666667,0.8
315,0.5100428631017148,0.7916666666666666,0.9333333333333333
316,0.5423170715425338,0.8333333333333334,0.8666666666666667
317,0.4691594627477927,0.7583333333333333,0.7
318,0.4834934145592805,0.825,0.8333333333333334
319,0.5454819133725011,0.7416666666666667,0.7666666666666667
320,0.4530590983396122,0.7666666666666667,0.8333333333333334
321,0.4277669066646895,0.8,0.8333333333333334
322,0.497104932687758,0.8166666666666667,0.8
323,0.4903815566202682,0.8416666666666667,0.7
324,0.5124648358811619,0.775,0.9666666666666667
325,0.4680921707919115,0.8333333333333334,0.7333333333333333
326,0.5206239948677908,0.8,0.8
327,0.5503573341326818,0.8083333333333333,0.8666666666666667
328,0.54278043829115,0.7833333333333333,0.8
329,0.41933326207569277,0.725,0.8666666666666667
330,0.579558299323217,0.8416666666666667,0.9
331,0.4878965142667446,0.825,0.8666666666666667
332,0.46759800105648747,0.7916666666666666,0.8666666666666667
333,0.43150303417680436,0.7833333333333333,0.6666666666666666
334,0.48326715112547636,0.7833333333333333,0.7666666666666667
335,0.5475199939718086,0.825,0.7
336,0.4506361330537408,0.825,0.9
337,0.5030521028975289,0.8,0.7666666666666667
338,0.523586006242748,0.775,0.8333333333333334
339,0.4531012911799047,0.8166666666666667,0.8
340,0.4972458984152281,0.8,0.8333333333333334
341,0.4803630684554163,0.8,0.8333333333333334
342,0.42998042248041485,0.8,0.8
343,0.47412300735709706,0.7916666666666666,0.8333333333333334
344,0.46230639123922057,0.7666666666666667,0.8
345,0.4487121286899826,0.8,0.9
346,0.5128082219325193,0.8166666666666667,0.8
347,0.4780793441843348,0.8416666666666667,0.7
348,0.4896313834912911,0.85,0.8666666666666667
349,0.491104871460695,0.8416666666666667,0.7333333333333333
350,0.42086323830614003,0.775,0.8
351,0.47564069446054213,0.8,0.8333333333333334
352,0.5415834505864959,0.7916666666666666,0.9
353,0.5180020760869749,0.8666666666666667,0.8333333333333334
354,0.4310946862195896,0.85,0.8333333333333334
355,0.561965258034167,0.7833333333333333,0.8
356,0.4833893737051706,0.8083333333333333,0.8666666666666667
357,0.4735677758143692,0.7416666666666667,0.8333333333333334
358,0.49952085765840004,0.8166666666666667,0.8
359,0.43191022800579315,0.8166666666666667,0.7
360,0.42965904224940055,0.7833333333333333,0.7
361,0.5208451204657477,0.7833333333333333,0.8333333333333334
362,0.4496293690202113,0.8416666666666667,0.8333333333333334
363,0.4293844340162483,0.7833333333333333,0.9333333333333333
364,0.5161308725197561,0.825,0.7333333333333333
365,0.5255510657698265,0.7666666666666667,0.7666666666666667
366,0.47127848137407324,0.825,0.8666666666666667
367,0.4591541896968377,0.8,0.9
368,0.4810678581724809,0.8083333333333333,0.9333333333333333
369,0.4457993411195134,0.775,0.9
370,0.482993415639589,0.85,0.9
371,0.48132105149240734,0.7833333333333333,0.9666666666666667
372,0.524904779685551,0.85,0.7666666666666667
373,0.5231362763048086,0.8666666666666667,0.9333333333333333
374,0.4838801785698908,0.8,0.8
375,0.47983677776497896,0.825,0.8333333333333334
376,0.4248425653366592,0.7583333333333333,0.8333333333333334
377,0.5480521518085621,0.8083333333333333,0.9
378,0.4736706109009651,0.7916666666666666,0.8666666666666667
379,0.45394560014053514,0.8,0.8
380,0.5236254866359259,0.8583333333333333,0.9333333333333333
381,0.5157832790784087,0.8583333333333333,0.9666666666666667
382,0.4383203054240964,0.825,0.7666666666666667
383,0.4673209337911209,0.8166666666666667,0.7666666666666667
384,0.4742572919955296,0.8666666666666667,0.8333333333333334
385,0.47909499777696307,0.8666666666666667,0.8333333333333334
386,0.4623286584217734,0.8583333333333333,0.8333333333333334
387,0.4951000153526615,0.7333333333333333,0.9333333333333333
388,0.4495466931637576,0.75,0.8666666666666667
389,0.47724060110316724,0.8333333333333334,0.9333333333333333
390,0.5491072072415091,0.7916666666666666,0.8666666666666667
391,0.4388790386655304,0.85,0.8666666666666667
392,0.4645670674954744,0.85,0.8666666666666667
393,0.4675685003106496,0.825,0.8
394,0.4278048935595658,0.8416666666666667,0.7
395,0.5414230659724294,0.8583333333333333,0.9
396,0.4805164189020901,0.8083333333333333,0.9333333333333333
397,0.41972042396849074,0.8,0.8333333333333334
398,0.46256462172838403,0.8416666666666667,0.8333333333333334
399,0.3846480356464436,0.8583333333333333,0.8
400,0.43562208168582284,0.8333333333333334,0.9666666666666667
401,0.4944755885970623,0.8833333333333333,0.9333333333333333
402,0.4582014533870812,0.9083333333333333,0.8333333333333334
403,0.4346494973722608,0.8666666666666667,0.8333333333333334
404,0.4384208835832509,0.8,0.9
405,0.4771607664438713,0.7916666666666666,0.8666666666666667
406,0.4028452826295344,0.85,0.8333333333333334
407,0.5066904448109611,0.8833333333333333,0.8333333333333334
408,0.4269526371866847,0.825,0.8
409,0.41667315169533803,0.8333333333333334,0.8666666666666667
410,0.48460254181124185,0.875,0.7333333333333333
411,0.39399388398428675,0.9,0.9333333333333333
412,0.4458885605335069,0.8083333333333333,0.9
413,0.44366411344660533,0.8583333333333333,0.7333333333333333
414,0.44258034261709084,0.8333333333333334,0.7
415,0.42815739651666185,0.825,0.8666666666666667
416,0.41043474092507204,0.825,0.8666666666666667
417,0.4316474570808567,0.8,0.9
418,0.4106945394832066,0.8,0.9
419,0.41723927680497963,0.7916666666666666,0.9333333333333333
420,0.4803696444760837,0.8083333333333333,0.8333333333333334
421,0.450428795173581,0.8416666666666667,0.9333333333333333
422,0.47770264308503874,0.85,0.7666666666666667
423,0.45742270754565467,0.85,0.9
424,0.42801019325431516,0.8583333333333333,0.8666666666666667
425,0.4568117522044807,0.7916666666666666,0.7666666666666667
426,0.4810616147135642,0.8416666666666667,0.9666666666666667
427,0.34325989544900715,0.775,0.9
428,0.4302949179190406,0.8583333333333333,0.9666666666666667
429,0.46506540107370486,0.8416666666666667,0.8
430,0.5204770160070727,0.85,0.9333333333333333
431,0.3691411394756651,0.7916666666666666,0.8666666666666667
432,0.40281464368075653,0.825,0.9
433,0.44482125784962306,0.8,0.8
434,0.4170478996440964,0.7833333333333333,0.8333333333333334
435,0.4935806114150671,0.8,0.9333333333333333
436,0.3744284686191303,0.8416666666666667,0.8
437,0.46758081001438073,0.8416666666666667,0.9
438,0.4708632834287031,0.8416666666666667,0.8666666666666667
439,0.41236258291816746,0.8,0.9333333333333333
440,0.4352682966112888,0.8333333333333334,0.8666666666666667
441,0.42218759417096136,0.8666666666666667,0.8333333333333334
442,0.44921741910431134,0.7916666666666666,0.9
443,0.5098974459960628,0.85,0.8666666666666667
444,0.4116967939988234,0.875,0.8666666666666667
445,0.36820007824149426,0.9083333333333333,0.8666666666666667
446,0.4391768971752826,0.8666666666666667,0.8333333333333334
447,0.4107008134833304,0.8833333333333333,0.8333333333333334
448,0.42160258775684767,0.8333333333333334,0.9
449,0.4277253864488141,0.8416666666666667,0.7666666666666667
450,0.40332069066965665,0.8,0.8333333333333334
451,0.36822003690000266,0.8666666666666667,0.8333333333333334
452,0.40841196480794645,0.8416666666666667,0.9
453,0.40897515609087964,0.775,0.8
454,0.43932965343092373,0.8333333333333334,0.8666666666666667
455,0.45610903918863066,0.8166666666666667,0.9666666666666667
456,0.47222320111891514,0.8416666666666667,0.8
457,0.4574402247519303,0.8416666666666667,0.8666666666666667
458,0.4060628162963982,0.8416666666666667,0.9333333333333333
459,0.5234208311217273,0.8833333333333333,0.9333333333333333
460,0.47555148906410943,0.8833333333333333,0.9
461,0.44325210590843994,0.8166666666666667,0.8333333333333334
462,0.4423329993291214,0.85,0.8
463,0.46671024017042123,0.85,0.9
464,0.45062917891731746,0.8416666666666667,0.9
465,0.42666463368718005,0.85,0.9
466,0.4560090049083228,0.9083333333333333,0.9
467,0.4455889717115685,0.9166666666666666,0.9333333333333333
468,0.41865932977577136,0.8333333333333334,0.9333333333333333
469,0.4352565372603793,0.825,0.9
470,0.3780218075211765,0.825,0.8
471,0.43870315967464346,0.875,0.8333333333333334
472,0.3892165953475952,0.8583333333333333,0.8666666666666667
473,0.4295553196385076,0.8583333333333333,0.7666666666666667
474,0.46928015291119773,0.8916666666666667,0.8333333333333334
475,0.45789135659737906,0.8166666666666667,0.8333333333333334
476,0.468355718719364,0.825,0.8333333333333334
477,0.3870744718957803,0.825,0.9
478,0.4870944225129961,0.9083333333333333,0.9
479,0.4680174514610483,0.8416666666666667,0.9333333333333333
480,0.4297636289281799,0.7666666666666667,0.9333333333333333
481,0.4512526198364274,0.875,0.9333333333333333
482,0.42520469084311624,0.7833333333333333,0.8333333333333334
483,0.4624028473898124,0.8083333333333333,0.9333333333333333
484,0.4054590271798614,0.85,0.9
485,0.4033248979353916,0.875,0.8333333333333334
486,0.42667608638062693,0.825,0.8333333333333334
487,0.45221490311843365,0.8666666666666667,0.9666666666666667
488,0.5164238239986625,0.8416666666666667,0.8666666666666667
489,0.4204131625179375,0.8416666666666667,0.8666666666666667
490,0.39495554443623726,0.875,0.9
491,0.43866044208288646,0.85,0.9
492,0.4811018530317559,0.8833333333333333,0.9333333333333333
493,0.42020120922194576,0.8416666666666667,0.8666666666666667
494,0.36941712362118345,0.85,0.8333333333333334
495,0.35517303969171504,0.85,0.8666666666666667
496,0.4559902161609493,0.85,0.8666666666666667
497,0.43297221322793256,0.8666666666666667,0.8666666666666667
498,0.4172431069393446,0.7833333333333333,0.8666666666666667
499,0.4098568253994378,0.7916666666666666,0.9
500,0.4226293827619085,0.8083333333333333,0.9
501,0.39576689082883404,0.8416666666666667,0.8
502,0.4167210329844358,0.8666666666666667,0.9333333333333333
503,0.41149177768731565,0.8666666666666667,0.8333333333333334
504,0.4107782062527029,0.85,0.9333333333333333
505,0.469842398224497,0.875,0.8333333333333334
506,0.36261303623141455,0.8666666666666667,0.8666666666666667
507,0.40793503252441343,0.8583333333333333,0.9333333333333333
508,0.3771217626783559,0.925,0.8333333333333334
509,0.4913557366526281,0.8416666666666667,0.9
510,0.3395393998031006,0.8666666666666667,0.8666666666666667
511,0.4393890212167985,0.85,0.8666666666666667
512,0.398145264995525,0.7916666666666666,0.8333333333333334
513,0.4281975591210573,0.9083333333333333,1.0
